Activity standard occupational classification,Mode of employment,Sex,Contract marker,Nationality,Academic Year,Number
Elementary occupations,Full-time,Female,Non-academic,Not known,2018/19,15
Elementary occupations,Full-time,Female,Non-academic,Not known,2019/20,10
Elementary occupations,Full-time,Female,Non-academic,Not known,2020/21,20
Elementary occupations,Part-time,Female,Non-academic,Not known,2016/17,105
Elementary occupations,Part-time,Female,Non-academic,Not known,2017/18,80
Elementary occupations,Part-time,Female,Non-academic,Not known,2018/19,90
Elementary occupations,Part-time,Female,Non-academic,Not known,2019/20,80
Elementary occupations,Part-time,Female,Non-academic,Not known,2020/21,45
Elementary occupations,Full-time,Male,Non-academic,Not known,2016/17,55
Elementary occupations,Full-time,Male,Non-academic,Not known,2017/18,35
Elementary occupations,Full-time,Male,Non-academic,Not known,2018/19,45
Elementary occupations,Full-time,Male,Non-academic,Not known,2019/20,40
Elementary occupations,Full-time,Male,Non-academic,Not known,2020/21,40
Elementary occupations,Part-time,Male,Non-academic,Not known,2016/17,40
Elementary occupations,Part-time,Male,Non-academic,Not known,2017/18,30
Elementary occupations,Part-time,Male,Non-academic,Not known,2018/19,60
Elementary occupations,Part-time,Male,Non-academic,Not known,2019/20,45
Elementary occupations,Part-time,Male,Non-academic,Not known,2020/21,25
Elementary occupations,Full-time,Other,Non-academic,Not known,2016/17,0
Elementary occupations,Full-time,Other,Non-academic,Not known,2017/18,0
Elementary occupations,Full-time,Other,Non-academic,Not known,2018/19,0
Elementary occupations,Full-time,Other,Non-academic,Not known,2019/20,0
Elementary occupations,Full-time,Other,Non-academic,Not known,2020/21,0
Elementary occupations,Part-time,Other,Non-academic,Not known,2016/17,0
Elementary occupations,Part-time,Other,Non-academic,Not known,2017/18,0
Elementary occupations,Part-time,Other,Non-academic,Not known,2018/19,0
Elementary occupations,Part-time,Other,Non-academic,Not known,2019/20,0
Elementary occupations,Part-time,Other,Non-academic,Not known,2020/21,0
Elementary occupations,Full-time,Female,Non-academic,UK,2016/17,1810
Elementary occupations,Full-time,Female,Non-academic,UK,2017/18,1720
Elementary occupations,Full-time,Female,Non-academic,UK,2018/19,1725
Elementary occupations,Full-time,Female,Non-academic,UK,2019/20,1590
Elementary occupations,Full-time,Female,Non-academic,UK,2020/21,1560
Elementary occupations,Part-time,Female,Non-academic,UK,2016/17,9965
Elementary occupations,Part-time,Female,Non-academic,UK,2017/18,9740
Elementary occupations,Part-time,Female,Non-academic,UK,2018/19,9665
Elementary occupations,Part-time,Female,Non-academic,UK,2019/20,8420
Elementary occupations,Part-time,Female,Non-academic,UK,2020/21,7300
Elementary occupations,Full-time,Male,Non-academic,UK,2016/17,5260
Elementary occupations,Full-time,Male,Non-academic,UK,2017/18,5150
Elementary occupations,Full-time,Male,Non-academic,UK,2018/19,5100
Elementary occupations,Full-time,Male,Non-academic,UK,2019/20,4620
Elementary occupations,Full-time,Male,Non-academic,UK,2020/21,4410
Elementary occupations,Part-time,Male,Non-academic,UK,2016/17,3365
Elementary occupations,Part-time,Male,Non-academic,UK,2017/18,3375
Elementary occupations,Part-time,Male,Non-academic,UK,2018/19,3385
Elementary occupations,Part-time,Male,Non-academic,UK,2019/20,2860
Elementary occupations,Part-time,Male,Non-academic,UK,2020/21,2485
Elementary occupations,Full-time,Other,Non-academic,UK,2016/17,0
Elementary occupations,Full-time,Other,Non-academic,UK,2017/18,0
Elementary occupations,Full-time,Other,Non-academic,UK,2018/19,0
Elementary occupations,Full-time,Other,Non-academic,UK,2019/20,5
Elementary occupations,Full-time,Other,Non-academic,UK,2020/21,5
Elementary occupations,Part-time,Other,Non-academic,UK,2016/17,0
Elementary occupations,Part-time,Other,Non-academic,UK,2017/18,0
Elementary occupations,Part-time,Other,Non-academic,UK,2018/19,0
Elementary occupations,Part-time,Other,Non-academic,UK,2019/20,0
Elementary occupations,Part-time,Other,Non-academic,UK,2020/21,5
Elementary occupations,Full-time,Female,Non-academic,All,2016/17,2255
Elementary occupations,Full-time,Female,Non-academic,All,2017/18,2125
Elementary occupations,Full-time,Female,Non-academic,All,2018/19,2175
Elementary occupations,Full-time,Female,Non-academic,All,2019/20,2080
Elementary occupations,Full-time,Female,Non-academic,All,2020/21,2060
Elementary occupations,Part-time,Female,Non-academic,All,2016/17,11945
Elementary occupations,Part-time,Female,Non-academic,All,2017/18,11755
Elementary occupations,Part-time,Female,Non-academic,All,2018/19,11870
Elementary occupations,Part-time,Female,Non-academic,All,2019/20,10435
Elementary occupations,Part-time,Female,Non-academic,All,2020/21,9110
Elementary occupations,Full-time,Male,Non-academic,All,2016/17,5970
Elementary occupations,Full-time,Male,Non-academic,All,2017/18,5830
Elementary occupations,Full-time,Male,Non-academic,All,2018/19,5840
Elementary occupations,Full-time,Male,Non-academic,All,2019/20,5410
Elementary occupations,Full-time,Male,Non-academic,All,2020/21,5255
Elementary occupations,Part-time,Male,Non-academic,All,2016/17,4335
Elementary occupations,Part-time,Male,Non-academic,All,2017/18,4315
Elementary occupations,Part-time,Male,Non-academic,All,2018/19,4465
Elementary occupations,Part-time,Male,Non-academic,All,2019/20,3795
Elementary occupations,Part-time,Male,Non-academic,All,2020/21,3305
Elementary occupations,Full-time,Other,Non-academic,All,2016/17,0
Elementary occupations,Full-time,Other,Non-academic,All,2017/18,0
Elementary occupations,Full-time,Other,Non-academic,All,2018/19,0
Elementary occupations,Full-time,Other,Non-academic,All,2019/20,5
Elementary occupations,Full-time,Other,Non-academic,All,2020/21,5
Elementary occupations,Part-time,Other,Non-academic,All,2016/17,0
Elementary occupations,Part-time,Other,Non-academic,All,2017/18,0
Elementary occupations,Part-time,Other,Non-academic,All,2018/19,0
Elementary occupations,Part-time,Other,Non-academic,All,2019/20,0
Elementary occupations,Part-time,Other,Non-academic,All,2020/21,10
Elementary occupations,Full-time,All,Non-academic,All,2016/17,8225
Elementary occupations,Full-time,All,Non-academic,All,2017/18,7955
Elementary occupations,Full-time,All,Non-academic,All,2018/19,8015
Elementary occupations,Full-time,All,Non-academic,All,2019/20,7490
Elementary occupations,Full-time,All,Non-academic,All,2020/21,7320
Elementary occupations,Full-time,All,Non-academic,European Union,2016/17,720
Elementary occupations,Full-time,All,Non-academic,European Union,2017/18,695
Elementary occupations,Full-time,All,Non-academic,European Union,2018/19,775
Elementary occupations,Full-time,All,Non-academic,European Union,2019/20,820
Elementary occupations,Full-time,All,Non-academic,European Union,2020/21,865
Elementary occupations,Full-time,All,Non-academic,Non-European Union,2016/17,355
Elementary occupations,Full-time,All,Non-academic,Non-European Union,2017/18,345
Elementary occupations,Full-time,All,Non-academic,Non-European Union,2018/19,365
Elementary occupations,Full-time,All,Non-academic,Non-European Union,2019/20,405
Elementary occupations,Full-time,All,Non-academic,Non-European Union,2020/21,420
Elementary occupations,Full-time,All,Non-academic,Not known,2016/17,85
Elementary occupations,Full-time,All,Non-academic,Not known,2017/18,50
Elementary occupations,Full-time,All,Non-academic,Not known,2018/19,55
Elementary occupations,Full-time,All,Non-academic,Not known,2019/20,50
Elementary occupations,Full-time,All,Non-academic,Not known,2020/21,60
Elementary occupations,Full-time,All,Non-academic,UK,2016/17,7070
Elementary occupations,Full-time,All,Non-academic,UK,2017/18,6870
Elementary occupations,Full-time,All,Non-academic,UK,2018/19,6825
Elementary occupations,Full-time,All,Non-academic,UK,2019/20,6215
Elementary occupations,Full-time,All,Non-academic,UK,2020/21,5975
Elementary occupations,Part-time,All,Non-academic,All,2016/17,16280
Elementary occupations,Part-time,All,Non-academic,All,2017/18,16070
Elementary occupations,Part-time,All,Non-academic,All,2018/19,16335
Elementary occupations,Part-time,All,Non-academic,All,2019/20,14235
Elementary occupations,Part-time,All,Non-academic,All,2020/21,12425
Elementary occupations,Part-time,All,Non-academic,European Union,2016/17,1550
Elementary occupations,Part-time,All,Non-academic,European Union,2017/18,1670
Elementary occupations,Part-time,All,Non-academic,European Union,2018/19,1860
Elementary occupations,Part-time,All,Non-academic,European Union,2019/20,1775
Elementary occupations,Part-time,All,Non-academic,European Union,2020/21,1570
Elementary occupations,Part-time,All,Non-academic,Non-European Union,2016/17,1255
Elementary occupations,Part-time,All,Non-academic,Non-European Union,2017/18,1175
Elementary occupations,Part-time,All,Non-academic,Non-European Union,2018/19,1275
Elementary occupations,Part-time,All,Non-academic,Non-European Union,2019/20,1050
Elementary occupations,Part-time,All,Non-academic,Non-European Union,2020/21,990
Elementary occupations,Part-time,All,Non-academic,Not known,2016/17,145
Elementary occupations,Part-time,All,Non-academic,Not known,2017/18,110
Elementary occupations,Part-time,All,Non-academic,Not known,2018/19,150
Elementary occupations,Part-time,All,Non-academic,Not known,2019/20,130
Elementary occupations,Part-time,All,Non-academic,Not known,2020/21,70
Elementary occupations,Part-time,All,Non-academic,UK,2016/17,13330
Elementary occupations,Part-time,All,Non-academic,UK,2017/18,13115
Elementary occupations,Part-time,All,Non-academic,UK,2018/19,13055
Elementary occupations,Part-time,All,Non-academic,UK,2019/20,11280
Elementary occupations,Part-time,All,Non-academic,UK,2020/21,9795
Elementary occupations,All,All,Non-academic,All,2016/17,24505
Elementary occupations,All,All,Non-academic,All,2017/18,24030
Elementary occupations,All,All,Non-academic,All,2018/19,24355
Elementary occupations,All,All,Non-academic,All,2019/20,21725
Elementary occupations,All,All,Non-academic,All,2020/21,19745
Elementary occupations,All,Female,Non-academic,All,2016/17,14205
Elementary occupations,All,Female,Non-academic,All,2017/18,13885
Elementary occupations,All,Female,Non-academic,All,2018/19,14045
Elementary occupations,All,Female,Non-academic,All,2019/20,12515
Elementary occupations,All,Female,Non-academic,All,2020/21,11170
Elementary occupations,All,Male,Non-academic,All,2016/17,10305
Elementary occupations,All,Male,Non-academic,All,2017/18,10145
Elementary occupations,All,Male,Non-academic,All,2018/19,10305
Elementary occupations,All,Male,Non-academic,All,2019/20,9205
Elementary occupations,All,Male,Non-academic,All,2020/21,8560
Elementary occupations,All,Other,Non-academic,All,2016/17,0
Elementary occupations,All,Other,Non-academic,All,2017/18,0
Elementary occupations,All,Other,Non-academic,All,2018/19,5
Elementary occupations,All,Other,Non-academic,All,2019/20,5
Elementary occupations,All,Other,Non-academic,All,2020/21,15
Elementary occupations,All,All,Non-academic,European Union,2016/17,2270
